timestamp,date,time,battery_voltage_mV,temperature_celsius,measurement_µV,gain_factor
1746732282,8.5.2025,19:24,4189,24.25,3171,8
1746732284,8.5.2025,19:24,4189,24.25,2785,8
1746732287,8.5.2025,19:24,4189,24.25,3285,8
1746732289,8.5.2025,19:24,4189,24.25,3349,8
1746732291,8.5.2025,19:24,4189,24.25,3070,8
1746732293,8.5.2025,19:24,4189,24.25,2919,8
1746732296,8.5.2025,19:24,4189,24.25,3099,8
1746732298,8.5.2025,19:24,4189,24.25,3298,8
1746732300,8.5.2025,19:25,4189,24.25,3267,8
1746732303,8.5.2025,19:25,4189,24.25,17929,8
1746732305,8.5.2025,19:25,4189,24.25,18121,8
1746732307,8.5.2025,19:25,4189,24.25,18224,8
1746732310,8.5.2025,19:25,4189,24.25,16636,8
1746732312,8.5.2025,19:25,4189,24.25,20486,8
1746732314,8.5.2025,19:25,4189,24.25,20564,8
1746732316,8.5.2025,19:25,4189,24.25,20568,8
1746732319,8.5.2025,19:25,4189,24.25,20566,8
1746732321,8.5.2025,19:25,4189,24.25,20582,8
1746732323,8.5.2025,19:25,4189,24.25,20623,8
1746732326,8.5.2025,19:25,4189,24.25,20806,8
1746732328,8.5.2025,19:25,4189,24.25,20802,8
1746732330,8.5.2025,19:25,4189,24.25,20871,8
1746732333,8.5.2025,19:25,4189,24.25,18449,8
1746732335,8.5.2025,19:25,4189,24.25,18289,8
1746732337,8.5.2025,19:25,4189,24.25,17925,8
1746732339,8.5.2025,19:25,4189,24.25,17710,8
1746732342,8.5.2025,19:25,4189,24.25,17611,8
1746732344,8.5.2025,19:25,4189,24.25,17267,8
1746732346,8.5.2025,19:25,4189,24.25,17361,8
1746732349,8.5.2025,19:25,4189,24.25,17111,8
1746732351,8.5.2025,19:25,4189,24.25,17167,8
1746732353,8.5.2025,19:25,4189,24.25,17234,8
1746732356,8.5.2025,19:25,4189,24.25,17265,8
1746732358,8.5.2025,19:25,4189,24.25,17464,8
1746732360,8.5.2025,19:26,4189,24.25,17144,8
1746732362,8.5.2025,19:26,4189,24.25,17167,8
1746732365,8.5.2025,19:26,4189,24.25,16867,8
1746732367,8.5.2025,19:26,4189,24.25,16902,8
1746732369,8.5.2025,19:26,4189,24.25,16910,8
1746732372,8.5.2025,19:26,4189,24.25,17039,8
1746732374,8.5.2025,19:26,4189,24.25,16998,8
1746732376,8.5.2025,19:26,4189,24.25,16693,8
1746732379,8.5.2025,19:26,4189,24.25,16570,8
1746732381,8.5.2025,19:26,4189,24.25,15046,8
1746732383,8.5.2025,19:26,4189,24.25,7912,8
1746732386,8.5.2025,19:26,4189,24.25,15660,8
1746732388,8.5.2025,19:26,4189,24.25,17480,8
1746732390,8.5.2025,19:26,4189,24.25,17562,8
1746732392,8.5.2025,19:26,4189,24.25,17433,8
