timestamp,date,time,battery_voltage_mV,temperature_celsius,measurement_µV,gain_factor
1746900981,10.5.2025,18:16,4183,22.00,38066,4
1746900983,10.5.2025,18:16,4183,22.00,37941,4
1746900986,10.5.2025,18:16,4183,22.00,37878,4
1746900988,10.5.2025,18:16,4183,22.00,39187,4
1746900990,10.5.2025,18:16,4183,22.00,41683,4
1746900993,10.5.2025,18:16,4183,22.00,46226,4
1746900995,10.5.2025,18:16,4183,22.00,45429,4
1746900997,10.5.2025,18:16,4183,22.00,45027,4
1746901000,10.5.2025,18:16,4183,22.00,55175,4
1746901002,10.5.2025,18:16,4183,22.00,62191,4
1746901004,10.5.2025,18:16,4183,22.00,62992,2
1746901006,10.5.2025,18:16,4183,22.00,51304,4
1746901009,10.5.2025,18:16,4183,22.00,44441,4
1746901011,10.5.2025,18:16,4183,22.00,37593,4
1746901013,10.5.2025,18:16,4183,22.00,39109,4
1746901016,10.5.2025,18:16,4183,22.00,44839,4
1746901018,10.5.2025,18:16,4183,22.00,51519,4
1746901020,10.5.2025,18:17,4183,22.00,54382,4
1746901023,10.5.2025,18:17,4183,22.00,35378,4
1746901025,10.5.2025,18:17,4183,22.00,12183,8
1746901027,10.5.2025,18:17,4183,22.00,1367,8
1746901030,10.5.2025,18:17,4183,22.00,1359,8
1746901032,10.5.2025,18:17,4183,22.00,22652,8
1746901034,10.5.2025,18:17,4183,22.00,27361,8
1746901036,10.5.2025,18:17,4183,22.00,29068,8
1746901039,10.5.2025,18:17,4183,22.00,18220,8
1746901041,10.5.2025,18:17,4183,22.00,33675,4
1746901043,10.5.2025,18:17,4183,22.00,44613,4
1746901046,10.5.2025,18:17,4183,22.00,25476,8
1746901048,10.5.2025,18:17,4183,22.00,32146,8
1746901050,10.5.2025,18:17,4183,22.00,44976,4
1746901053,10.5.2025,18:17,4183,22.00,42632,4
1746901055,10.5.2025,18:17,4183,22.00,62062,4
1746901057,10.5.2025,18:17,4183,22.00,81492,2
1746901059,10.5.2025,18:17,4183,22.00,171359,1
1746901062,10.5.2025,18:17,4183,22.00,170343,1
1746901064,10.5.2025,18:17,4183,22.00,393625,1
1746901066,10.5.2025,18:17,4183,22.00,50878,4
1746901069,10.5.2025,18:17,4183,22.00,68375,2
1746901071,10.5.2025,18:17,4183,22.00,67078,2
1746901073,10.5.2025,18:17,4183,22.00,48234,4
1746901076,10.5.2025,18:17,4183,22.00,52777,4
1746901078,10.5.2025,18:17,4183,22.00,33226,4
1746901080,10.5.2025,18:18,4183,22.00,22398,8
1746901082,10.5.2025,18:18,4183,22.00,23250,8
1746901085,10.5.2025,18:18,4183,22.00,17101,8
1746901087,10.5.2025,18:18,4183,22.00,8861,8
1746901089,10.5.2025,18:18,4183,22.00,5078,8
1746901092,10.5.2025,18:18,4183,22.00,9759,8
1746901094,10.5.2025,18:18,4183,22.00,11058,8
