timestamp,date,time,battery_voltage_mV,temperature_celsius,measurement_µV,gain_factor
1746731982,8.5.2025,19:19,4189,24.00,14722,8
1746731984,8.5.2025,19:19,4189,24.00,14533,8
1746731986,8.5.2025,19:19,4189,24.00,14603,8
1746731989,8.5.2025,19:19,4189,24.00,14501,8
1746731991,8.5.2025,19:19,4189,24.00,14828,8
1746731993,8.5.2025,19:19,4189,24.00,14794,8
1746731995,8.5.2025,19:19,4189,24.00,15267,8
1746731998,8.5.2025,19:19,4189,24.00,13070,8
1746732000,8.5.2025,19:20,4189,24.00,14718,8
1746732002,8.5.2025,19:20,4189,24.00,14718,8
1746732005,8.5.2025,19:20,4189,24.00,16238,8
1746732007,8.5.2025,19:20,4189,24.00,19845,8
1746732009,8.5.2025,19:20,4189,24.00,19824,8
1746732012,8.5.2025,19:20,4189,24.00,19792,8
1746732014,8.5.2025,19:20,4189,24.00,19779,8
1746732016,8.5.2025,19:20,4189,24.00,19761,8
1746732018,8.5.2025,19:20,4189,24.00,19677,8
1746732021,8.5.2025,19:20,4189,24.00,19554,8
1746732023,8.5.2025,19:20,4189,24.00,17271,8
1746732025,8.5.2025,19:20,4189,24.00,19603,8
1746732028,8.5.2025,19:20,4189,24.00,19388,8
1746732030,8.5.2025,19:20,4189,24.00,15839,8
1746732032,8.5.2025,19:20,4189,24.00,19265,8
1746732035,8.5.2025,19:20,4189,24.00,19261,8
1746732037,8.5.2025,19:20,4189,24.00,19265,8
1746732039,8.5.2025,19:20,4189,24.00,18146,8
1746732041,8.5.2025,19:20,4189,24.00,18626,8
1746732044,8.5.2025,19:20,4189,24.00,19841,8
1746732046,8.5.2025,19:20,4189,24.00,19814,8
1746732048,8.5.2025,19:20,4189,24.00,19802,8
1746732051,8.5.2025,19:20,4189,24.00,19806,8
1746732053,8.5.2025,19:20,4189,24.00,17808,8
1746732055,8.5.2025,19:20,4189,24.00,17341,8
1746732058,8.5.2025,19:20,4189,24.00,15988,8
1746732060,8.5.2025,19:21,4189,24.00,15248,8
1746732062,8.5.2025,19:21,4189,24.00,14919,8
1746732064,8.5.2025,19:21,4189,24.00,14775,8
1746732067,8.5.2025,19:21,4189,24.00,14789,8
1746732069,8.5.2025,19:21,4189,24.00,14992,8
1746732071,8.5.2025,19:21,4189,24.00,15419,8
1746732074,8.5.2025,19:21,4189,24.00,15142,8
1746732076,8.5.2025,19:21,4189,24.00,15128,8
1746732078,8.5.2025,19:21,4189,24.00,15103,8
1746732081,8.5.2025,19:21,4189,24.00,15015,8
1746732083,8.5.2025,19:21,4189,24.00,15044,8
1746732085,8.5.2025,19:21,4189,24.00,15041,8
1746732087,8.5.2025,19:21,4189,24.00,15406,8
1746732090,8.5.2025,19:21,4189,24.00,15156,8
1746732092,8.5.2025,19:21,4189,24.00,16099,8
1746732094,8.5.2025,19:21,4189,24.00,16062,8
1746732097,8.5.2025,19:21,4189,24.00,16025,8
1746732099,8.5.2025,19:21,4189,24.00,15982,8
1746732101,8.5.2025,19:21,4189,24.00,15861,8
1746732104,8.5.2025,19:21,4189,24.00,16103,8
1746732106,8.5.2025,19:21,4189,24.00,5744,8
1746732108,8.5.2025,19:21,4189,24.00,14691,8
1746732111,8.5.2025,19:21,4189,24.00,5832,8
1746732113,8.5.2025,19:21,4189,24.00,14705,8
1746732115,8.5.2025,19:21,4189,24.00,19794,8
1746732117,8.5.2025,19:21,4189,24.00,19804,8
1746732120,8.5.2025,19:22,4189,24.00,19845,8
1746732122,8.5.2025,19:22,4189,24.00,19902,8
1746732124,8.5.2025,19:22,4189,24.00,19892,8
1746732127,8.5.2025,19:22,4189,24.00,19892,8
1746732129,8.5.2025,19:22,4189,24.00,19884,8
1746732131,8.5.2025,19:22,4189,24.00,19910,8
1746732134,8.5.2025,19:22,4189,24.00,19837,8
1746732136,8.5.2025,19:22,4189,24.00,19835,8
1746732138,8.5.2025,19:22,4189,24.00,18302,8
1746732140,8.5.2025,19:22,4189,24.00,15523,8
1746732143,8.5.2025,19:22,4189,24.00,16101,8
1746732145,8.5.2025,19:22,4189,24.00,15955,8
1746732147,8.5.2025,19:22,4189,24.00,15781,8
1746732150,8.5.2025,19:22,4189,24.00,15554,8
1746732152,8.5.2025,19:22,4189,24.00,15685,8
1746732154,8.5.2025,19:22,4189,24.00,15714,8
1746732157,8.5.2025,19:22,4189,24.00,15810,8
1746732159,8.5.2025,19:22,4189,24.00,15882,8
1746732161,8.5.2025,19:22,4189,24.00,17464,8
1746732163,8.5.2025,19:22,4189,24.00,18068,8
1746732166,8.5.2025,19:22,4189,24.00,17957,8
1746732168,8.5.2025,19:22,4189,24.00,17195,8
1746732170,8.5.2025,19:22,4189,24.00,16611,8
1746732173,8.5.2025,19:22,4189,24.00,19015,8
1746732175,8.5.2025,19:22,4189,24.00,18162,8
1746732177,8.5.2025,19:22,4189,24.00,18091,8
1746732180,8.5.2025,19:23,4189,24.00,17986,8
1746732182,8.5.2025,19:23,4189,24.00,17994,8
1746732184,8.5.2025,19:23,4189,24.00,18072,8
1746732186,8.5.2025,19:23,4189,24.00,7794,8
1746732189,8.5.2025,19:23,4189,24.00,6419,8
1746732191,8.5.2025,19:23,4189,24.00,6423,8
1746732193,8.5.2025,19:23,4189,24.00,9441,8
1746732196,8.5.2025,19:23,4189,24.00,15669,8
1746732198,8.5.2025,19:23,4189,24.25,5507,8
1746732200,8.5.2025,19:23,4189,24.25,15753,8
1746732203,8.5.2025,19:23,4189,24.25,15550,8
1746732205,8.5.2025,19:23,4189,24.25,17179,8
1746732207,8.5.2025,19:23,4189,24.25,16812,8
1746732209,8.5.2025,19:23,4189,24.25,17574,8
1746732212,8.5.2025,19:23,4189,24.25,17185,8
1746732214,8.5.2025,19:23,4189,24.25,17785,8
1746732216,8.5.2025,19:23,4189,24.25,15031,8
1746732219,8.5.2025,19:23,4189,24.25,16697,8
1746732221,8.5.2025,19:23,4189,24.25,14398,8
1746732223,8.5.2025,19:23,4189,24.25,18611,8
1746732226,8.5.2025,19:23,4189,24.25,17675,8
1746732228,8.5.2025,19:23,4189,24.25,16865,8
1746732230,8.5.2025,19:23,4189,24.25,19976,8
1746732232,8.5.2025,19:23,4189,24.25,20154,8
1746732235,8.5.2025,19:23,4189,24.25,20132,8
1746732237,8.5.2025,19:23,4189,24.25,19958,8
1746732239,8.5.2025,19:23,4189,24.25,19978,8
1746732242,8.5.2025,19:24,4189,24.25,17046,8
1746732244,8.5.2025,19:24,4189,24.25,16708,8
1746732246,8.5.2025,19:24,4189,24.25,16953,8
1746732249,8.5.2025,19:24,4189,24.25,16400,8
1746732251,8.5.2025,19:24,4189,24.25,914,8
1746732253,8.5.2025,19:24,4189,24.25,16654,8
1746732256,8.5.2025,19:24,4189,24.25,3500,8
1746732258,8.5.2025,19:24,4189,24.25,3021,8
1746732260,8.5.2025,19:24,4189,24.25,3292,8
